DAUID,material_deprivation,residential_instability,dependency,ethnic_concentration,patient_volume_2021
35020094,0.6301770577685957,0.16514933682986455,0.5057939985906266,-1.1488398721550417,0.0
35020095,0.5906779848811333,1.0449092246330762,1.0051601977576956,-0.756192208876945,0.0
35020096,-0.8604015592541184,-0.11619023595678271,1.387565789120951,-1.225337698822555,0.0
35020097,-0.8536330788388511,-0.06365347477422625,-0.7267669783438633,-0.7719245004965621,0.0
35020098,-0.3761064100388983,-0.31601777025297906,0.5011217550271613,-1.1777576637136313,0.0
35020099,0.8703046281630684,0.8213238333227029,0.28407763136753694,-1.2132655192336315,0.0
35020100,0.6614752745386313,0.41174376145248315,1.1874762851170473,-0.9313353058260221,0.0
35020101,-0.08545128121512469,-0.1939945820347478,-0.01955155677929154,-1.285239776912311,0.0
35020102,-0.19032761788036462,0.1508074171410222,0.6793419625825381,-1.1158327110767043,0.0
35020103,-0.36242850603331545,0.028464729363380778,-0.10184096308798918,-1.1461057772363175,0.0
35020104,0.357039940007814,0.43784743525264747,0.1714455447602667,-0.855313489467168,0.0
35020105,-0.09752988566795179,-0.396092105153872,-0.015335502383066801,-1.168765461664806,0.0
35020106,-0.9233579456215073,0.012478418306306166,0.10511284865893757,-0.9664570938600167,0.0
35020107,-0.48443369830818056,-0.47152831433883724,-0.4802263663995706,-1.2265672865675334,0.0
35020108,-0.44689117791363847,0.0018189059987940154,-0.5106917924823631,-0.7336391209658331,0.0
35020109,-0.26240199533842157,-0.35057407572516514,0.42478557345643014,-1.1341230022141513,0.0
35020110,-0.863057507989932,-0.46807365320368743,-0.28174579978971154,-1.0410173020184108,0.0
35020111,-0.5594762520703456,-0.65357501057806,-1.194101306642521,-1.0133711187621894,0.0
35020112,-0.8142812894676126,-0.9262279650357119,-0.9032102643603721,-0.9283991438796424,0.0
35020113,-0.9229428816163912,-0.5421399457250233,-0.550814260281407,-1.006479775561376,0.0
35020114,-0.6024091947138004,-0.1723670005466783,0.2866405854788037,-1.4849664045568374,0.0
35020115,-0.1307483990255203,-0.8773639947554687,-0.7343980188751478,-0.8534140538499605,0.0
35020116,-0.8872616563951193,-0.97308828208624,-0.7712338421123295,-0.9641817103195691,0.0
35020117,-0.7728184642312148,-0.8086370801417468,-0.3484985759654077,-0.8740162219774015,0.0
35020118,-1.0881391984291513,-1.047683965769035,-0.7517034929297441,-0.8095608880546703,0.0
35020119,-0.4293578530934484,-0.21303909512165464,-0.4821947090026557,-1.098831516436888,0.0
35020120,-1.00867276672684,-0.5982853315396619,-0.7304175491796663,-0.9327088785917431,0.0
35020121,-0.6560897494893543,-0.7832196552426275,-0.2759840784163708,-0.7420018321584141,0.0
35020122,-1.601936912461524,-0.8969603762566492,-0.8362327924359364,-0.7013089374644513,0.0
35020123,0.336424430867865,0.26615039859535455,0.4595185788045761,-1.2941551387098682,0.0
35020124,-0.4470778868389792,-0.5771069517406298,-0.9268632024946747,-1.3694243976248666,0.0
35020125,-0.39176428102483307,0.10941254558760956,-0.4600996522577978,-0.8983372499529676,0.0
35020126,-0.8462437803119889,-0.5914630265811995,-0.3886963629883643,-0.9521750814993489,0.0
35020127,-0.40393009915351197,-0.09077359497216278,-0.19388641451379013,-1.2788504435638932,0.0
35020128,-0.6613484986537451,-0.5361325818585636,-0.711330053995976,-1.5233631367419969,0.0
35020129,-0.4620489287277699,-0.7236528301782965,-0.43123242947251206,-0.9375266802526268,0.0
35020130,-0.5886575750838473,-0.9434179499160661,-0.9343030039851231,-0.6842476661358414,0.0
35020131,0.24555745173912313,1.0661767316028485,0.7855680040331318,-0.9768529547985129,0.0
35020132,-0.943161490944497,0.4952938758823197,-0.43514993175225053,-0.4703373235712631,0.0
35020133,-1.4845900022545921,-0.5826558750834598,-0.2488033610186015,-0.8702561896888905,0.0
35020134,0.20172394994220594,0.6059015245967528,-0.603432089835814,-0.666852681506448,0.0
35020135,-0.7337158276429735,-0.5179550689554976,-0.4335195372425421,-0.6246150744528911,0.0
35020136,-1.3206427500609612,-0.4709170471599586,-0.4700947093418242,-1.1962488233190163,0.0
35020137,-0.7106429713021498,0.1603072644343697,0.5860515937154557,-1.0383765778771608,0.0
35020138,-0.7025199223015026,-0.5096142741220198,-1.0270090789140216,-1.0497079052941336,0.0
35020139,-0.3710799420685727,-0.7924435651877212,-0.7885601834364737,-1.2165074431912228,0.0
35020140,-1.086982688288819,-0.7357894023088299,-0.7266727769385702,-1.1139635458256225,0.0
35020141,-0.8254683047283178,-0.13231262719294415,-0.5203178014154055,-0.8362274267920956,0.0
35020142,-1.1760192847201356,-0.16673752583319817,-1.2151939151831976,-0.6358924975234334,0.0
35020143,-1.1899930765893572,-0.4637543596170333,-0.01128529509928955,-1.1988451479798077,0.0
